Zur's Weirding; FMB1; 2; Foil; 32
Deadeye Quartermaster; XLN; 1; ; 50
Deadeye Plunderers; XLN; 1; ; 220
Deadeye Harpooner; AER; 2; ; 15
Deadeye Brawler; RIX; 1; ; 155
Dead Weight; GRN; 2; ; 67
Dead Weight; IKO; 4; ; 83
Dead Weight; SOI; 1; ; 106
Dead Revels; RNA; 1; ; 71
Dead Man's Chest; RIX; 1; ; 66
Dead // Gone; TSR; 1; ; 161
Daysquad Marshal; IKO; 2; ; 8
Daybreak Chimera; THB; 1; ; 10
Daybreak Chaplain; M19; 1; ; 10
Daybreak Chaplain; M20; 4; ; 12
Dawning Angel; M20; 1; ; 11
Dawnglade Regent; CMR; 1; ; 222
Dawnfeather Eagle; AER; 3; ; 14
Dawnbringer Cleric; AFR; 1; ; 9
Dawn Evangel; THB; 1; ; 8
Davriel, Rogue Shadowmage; WAR; 3; ; 83
Davriel's Shadowfugue; WAR; 3; ; 84
Dauntless Unity; ZNR; 3; ; 9
Dauntless Survivor; ZNR; 4; ; 184
Dauntless Cathar; SOI; 3; ; 11
Dauntless Aven; HOU; 2; ; 7
Darksteel Garrison; MB1; 1; ; 1571
Darksteel Axe; 2XM; 1; ; 247
Darkheart Sliver; TSR; 1; ; 249
Darkblade Agent; GRN; 1; ; 164
Dark Withering; TSR; 1; ; 107
Dark Revenant; RTR; 1; ; 61
Dark Nourishment; XLN; 1; ; 97
Dark Inquiry; RIX; 1; ; 65
Dark Impostor; AVR; 1; ; 92
Dark Favor; M13; 1; ; 86
Dark Dabbling; MB1; 1; ; 610
Dark Bargain; IKO; 1; ; 82
Daring Skyjek; GTC; 1; ; 9
Daring Demolition; AER; 2; ; 55
Daring Buccaneer; RIX; 1; ; 98
Daring Archaeologist; DOM; 1; ; 13
Daredevil Dragster; AER; 2; ; 149
Danitha Capashen, Paragon; DOM; 1; ; 12
Dancing Sword; AFR; 2; ; 8
Damping Sphere; DOM; 1; ; 213
Dakkon, Shadow Slayer; MH2; 1; ; 192
Daggersail Aeronaut; M20; 1; ; 133
Daggerdrome Imp; BBD; 1; ; 140
Daggerback Basilisk; M19; 1; ; 174
Daemogoth Woe-Eater; STX; 1; ; 175
Daemogoth Woe-Eater; STX; 1; Foil; 175
Daemogoth Titan; STX; 2; ; 174
D'Avenant Trapper; DOM; 1; ; 11
Cyclops Electromancer; WAR; 1; ; 122
Custodian of the Trove; DTK; 1; ; 236
Curtain of Light; SOK; 1; ; 6
Cursed Minotaur; AKH; 1; ; 85
Curse of Vitality; C17; 1; ; 3
Curse of the Swine; C21; 1; ; 118
Curious Obsession; RIX; 4; ; 35
Curiosity Crafter; C21; 1; ; 24
Curio Vendor; KLD; 1; ; 42
Curate; STX; 10; ; 40
Curate; STX; 2; Foil; 40
Cunning Nightbonder; IKO; 1; ; 219
Cunning Geysermage; ZNR; 5; ; 55
Cunning Geysermage; ZNR; 2; Foil; 55
Cunning Breezedancer; DTK; 1; ; 215
Cultivate; STA; 2; ; 51
Cultist's Staff; EMN; 1; ; 194
Cult of the Waxing Moon; SOI; 1; ; 201
Culmination of Studies; STX; 1; ; 173
Culling Ritual; STX; 1; ; 172
Culling Ritual; STX; 1; Foil; 172
Crystalline Giant; IKO; 1; ; 234
Crystal Slipper; ELD; 2; ; 119
Crystacean; IKO; 4; ; 46
Cryptic Serpent; AKH; 1; ; 48
Cryptic Caves; ZNC; 1; ; 125
Cry of the Carnarium; RNA; 2; ; 70
Crushing Vines; CMR; 3; ; 221
Crushing Canopy; GRN; 1; ; 126
Crushing Canopy; XLN; 3; ; 183
Crush the Weak; KHM; 2; ; 128
Crush Dissent; WAR; 3; ; 47
Crush Contraband; GRN; 1; ; 7
Crush Contraband; ZNC; 1; ; 13
Cruel Finality; AER; 1; ; 54
Cruel Celebrant; WAR; 4; ; 188
Crucible of Fire; IMA; 1; Foil; 122
Crowned Ceratok; IMA; 1; ; 158
Crow of Dark Tidings; CMR; 3; ; 115
Crow of Dark Tidings; CMR; 1; Foil; 115
Crop Rotation; 2XM; 2; ; 161
Crookclaw Transmuter; TSR; 2; ; 59
Crocodile of the Crossing; AKH; 1; ; 162
Critical Hit; AFR; 1; ; 137
Crippling Fear; KHM; 1; ; 82
Crimson Muckwader; M13; 1; ; 127
Crimson Fleet Commodore; CMR; 1; ; 171
Crested Herdcaller; RIX; 1; ; 126
Cremate; RTR; 1; ; 59
Creeping Trailblazer; M20; 1; ; 207
Creative Outburst; STX; 2; ; 171
Crawling Sensation; SOI; 1; ; 199
Crawling Barrens; ZNR; 2; ; 262
Crawling Barrens; ZNR; 1; Foil; 262
Craven Hulk; KHM; 4; ; 127
Craven Hulk; KHM; 1; Foil; 127
Crashing Tide; RIX; 2; ; 34
Crashing Drawbridge; ELD; 1; Foil; 217
Crash Through; M19; 1; ; 133
Crash Through; M21; 1; ; 140
Crash Through; HOU; 3; ; 88
Crash the Ramparts; XLN; 1; ; 182
Cranial Plating; 2XM; 1; ; 245
Cram Session; STX; 1; ; 170
Cragplate Baloth; ZNR; 2; ; 183
Cragganwick Cremator; MB1; 1; ; 892
Cragcrown Pathway; ZNR; 1; ; 261
Crafty Cutpurse; C21; 1; ; 117
Cradle of the Accursed; AKH; 1; ; 241
Crackle with Power; STX; 1; ; 95
Crackdown Construct; AER; 2; ; 148
Court Street Denizen; CMR; 1; ; 17
Court Street Denizen; CMR; 1; Foil; 17
Court of Ire; CMR; 1; ; 170
Court of Bounty; CMR; 1; ; 220
Court of Ambition; CMR; 1; Foil; 114
Courage in Crisis; WAR; 4; ; 158
Countless Gears Renegade; AER; 2; ; 13
Countervailing Winds; HOU; 2; ; 32
Counterspell; MH2; 1; Foil; 267
Costly Plunder; XLN; 2; ; 96
Cosmotronic Wave; GRN; 1; ; 95
Cosmos Elixir; PKHM; 1; Foil; 237s
Corrupted Grafstone; SOI; 1; ; 253
Corrosive Ooze; DOM; 4; ; 158
Corridor Monitor; ELD; 2; ; 41
Corpse Knight; M20; 2; ; 206
Corpse Churn; CMR; 2; ; 113
Corpse Churn; IKO; 1; ; 81
Corpse Churn; OGW; 1; ; 83
Corpse Blockade; GTC; 1; ; 60
Cordial Vampire; MH1; 2; ; 83
Coralhelm Chronicler; ZNR; 1; ; 54
Coral Trickster; MB1; 1; ; 334
Coral Trickster; TSR; 3; ; 58
Coral Commando; RNA; 2; ; 36
Coordinated Charge; IKO; 2; ; 6
Coordinated Assault; IMA; 1; ; 121
Convolute; M20; 2; ; 55
Convolute; IKO; 2; ; 45
Conviction; AER; 1; ; 12
Convicted Killer; SOI; 2; ; 149
Contract Killing; XLN; 2; ; 95
Contentious Plan; WAR; 3; ; 46
Contaminated Ground; GTC; 2; ; 59
Containment Breach; STX; 1; ; 125
Contact Other Plane; AFR; 1; ; 52
Consuming Sinkhole; OGW; 1; ; 94
Consuming Aberration; GK1; 1; ; 10
Consuming Aberration; ZNC; 1; ; 89
Consulate Turret; AER; 3; ; 147
Consulate Skygate; KLD; 1; ; 202
Consign to the Pit; RNA; 1; ; 69
Consign to Dust; JOU; 1; ; 119
Consign // Oblivion; HOU; 1; ; 149
Conifer Strider; DTK; 1; ; 179
Confront the Unknown; SOI; 1; ; 198
Confront the Past; STX; 1; ; 67
Confiscate; CMR; 2; ; 62
Confirm Suspicions; SOI; 1; ; 53
Condemn; ZNC; 1; ; 12
Concordia Pegasus; RNA; 1; ; 7
Conclave Tribunal; GRN; 1; ; 6
Conclave Naturalists; 2XM; 1; ; 160
Conclave Guildmage; GRN; 1; ; 162
Conclave Cavalier; GRN; 1; ; 161
Concerted Defense; ZNR; 2; ; 52
Compulsory Rest; AKH; 2; ; 9
Compelled Duel; AFR; 1; ; 178
Commune with Dinosaurs; XLN; 2; ; 181
Commander's Sphere; ZNC; 1; ; 109
Commander's Insight; C21; 1; ; 23
Command Tower; C21; 1; ; 284
Command Tower; ZNC; 2; ; 124
Command the Storm; GRN; 1; ; 94
Command the Dreadhorde; WAR; 1; ; 82
Command the Dreadhorde; WAR; 1; Foil; 82
Command Beacon; CMR; 1; ; 349
Combo Attack; MB1; 1; ; 1165
Combine Guildmage; RNA; 1; ; 163
Combine Chrysalis; MH2; 1; ; 362
Combat Professor; STX; 1; ; 11
Colossus Hammer; M20; 2; ; 223
Colossal Majesty; M19; 1; ; 173
Colossal Dreadmaw; M19; 1; ; 172
Colossal Dreadmaw; XLN; 1; ; 180
Colossal Dreadmaw; RIX; 2; ; 125
Collision // Colossus; RNA; 1; ; 223
Collective Blessing; RTR; 1; ; 150
Collar the Culprit; GRN; 1; ; 5
Cold-Water Snapper; DOM; 3; ; 48
Coiling Oracle; C21; 1; ; 212
Cogwork Assembler; 2XM; 1; ; 242
Cogwork Archivist; STX; 5; ; 254
Codex Shredder; CMR; 1; Foil; 304
Codespell Cleric; KHM; 5; ; 7
Cobbled Wings; XLN; 1; ; 233
Cobblebrute; MB1; 2; ; 890
Coal Stoker; TSR; 2; ; 159
Cloudpiercer; IKO; 3; ; 291
Cloudkin Seer; M20; 2; ; 54
Cloudfin Raptor; GTC; 2; ; 32
Closing Statement; STX; 1; Foil; 169
Clockwork Servant; ELD; 1; ; 216
Clockwork Hydra; TSR; 1; ; 264
Clip Wings; SOI; 1; ; 197
Clinging Anemones; GTC; 1; ; 31
Cliffhaven Vampire; OGW; 1; ; 153
Cliffhaven Sell-Sword; ZNR; 3; ; 8
Cliffhaven Sell-Sword; ZNR; 1; Foil; 8
Cliffhaven Kitesail; ZNR; 6; ; 243
Cliffhaven Kitesail; ZNR; 1; Foil; 243
Clever Lumimancer; STX; 1; ; 10
Clever Lumimancer; STX; 1; Foil; 10
Clever Conjurer; AFR; 3; ; 51
Cleric of the Forward Order; ORI; 1; ; 10
Cleric of Life's Bond; ZNR; 2; ; 222
Cleric of Chill Depths; ZNR; 5; ; 51
Cleric Class; AFR; 1; ; 6
Cleaving Sliver; MH1; 1; ; 121
Clearwater Pathway; ZNR; 1; ; 260
Clear the Stage; RNA; 2; ; 68
Cleansing Wildfire; ZNR; 1; ; 137
Cleansing Wildfire; ZNR; 1; Foil; 137
Cleansing Ray; RIX; 3; ; 4
Claustrophobia; BBD; 2; ; 115
Claustrophobia; IMA; 1; ; 45
Claustrophobia; ORI; 1; ; 50
Clattering Skeletons; AFR; 2; ; 312
Clattering Skeletons; AFR; 1; ; 93
Clash of Titans; IKO; 1; ; 111
Clash of Titans; IKO; 1; Foil; 111
Clarion Spirit; KHM; 1; ; 6
Clan Guildmage; RNA; 1; ; 162
Claim the Firstborn; STA; 1; ; 37
Claim the Firstborn; STA; 1; Foil; 37
Civic Stalwart; RNA; 1; ; 6
Citanul Woodreaders; TSR; 1; ; 199
Circuitous Route; ZNC; 1; ; 62
Circu, Dimir Lobotomist; GK1; 1; ; 9
Circle of the Moon Druid; AFR; 1; ; 177
Cinderheart Giant; KHM; 3; ; 126
Cinderclasm; ZNR; 2; ; 136
Cinder Storm; A25; 1; ; 126
Cinder Barrens; RIX; 4; ; 205
Chrome Courier; MH2; 1; ; 190
Chromatic Star; TSR; 1; ; 263
Chromatic Lantern; MB1; 1; ; 1559
Chorus of the Tides; BNG; 1; ; 33
Chorus of Might; RTR; 1; ; 119
Choking Tethers; MH1; 2; ; 44
Choking Restraints; EMN; 1; ; 16
Choked Estuary; SOI; 1; ; 270
Chilling Trap; ZNR; 2; ; 50
Chilling Trap; ZNR; 1; Foil; 50
Chillbringer; RNA; 3; ; 33
Child of Night; JMP; 1; ; 218
Child of Night; MB1; 1; ; 598
Cherished Hatchling; RIX; 1; ; 124
Checkpoint Officer; IKO; 2; ; 5
Check for Traps; AFR; 2; ; 92
Chatterstorm; MH2; 2; ; 411
Chart a Course; XLN; 1; ; 48
Charmed Stray; WAR; 6; ; 8
Charmed Sleep; AFR; 1; ; 50
Charity Extractor; WAR; 4; ; 81
Charging Tuskodon; RIX; 2; ; 97
Charging Rhino; BBD; 2; ; 192
Charging Monstrosaur; XLN; 1; ; 138
Charging Binox; BBD; 1; ; 66
Charge Through; STX; 3; ; 124
Charge of the Forever-Beast; IKO; 1; ; 147
Charge; DOM; 1; ; 10
Charcoal Diamond; CMR; 2; ; 303
Char-Rumbler; TSR; 1; ; 158
Chaplain's Blessing; SOI; 3; ; 10
Chaos Warp; MB1; 1; ; 885
Chaos Channeler; AFR; 1; ; 136
Channeler Initiate; AKH; 1; ; 160
Changeling Outcast; ZNC; 1; ; 40
Chandra, Novice Pyromancer; M20; 2; ; 128
Chandra, Fire Artisan; WAR; 1; ; 119
Chandra's Triumph; WAR; 2; ; 121
Chandra's Spitfire; M20; 1; ; 132
Chandra's Revolution; AER; 2; ; 77
Chandra's Pyrohelix; WAR; 2; ; 120
Chandra's Fury; ORI; 1; ; 136
Chandra's Embercat; M20; 2; ; 129
Chandra's Defeat; HOU; 1; ; 86
Chance Encounter; MH2; 2; ; 277
Champion of Wits; C21; 1; ; 116
Champion of the Flame; DOM; 5; ; 116
Champion of Arashin; BBD; 1; ; 90
Challenger Troll; WAR; 2; ; 157
Chain Lightning; BBD; 1; ; 171
Cerulean Drake; M20; 1; ; 53
Center Soul; MB1; 1; ; 51
Centaur Peacemaker; GRN; 3; ; 158
Centaur Healer; RTR; 1; ; 148
Centaur Courser; M20; 5; ; 168
Centaur Courser; M13; 1; ; 164
Centaur Courser; MB1; 1; ; 1158
Celestial Unicorn; AFR; 1; ; 5
Celestial Unicorn; AFR; 1; Foil; 301
Celestial Force; CMD; 1; ; 10
Celestial Flare; ORI; 1; ; 8
Celestial Archon; C15; 1; ; 64
Cavern Whisperer; IKO; 1; Foil; 287
Cavern Lampad; THS; 1; ; 81
Cavalier of Night; M20; 1; ; 94
Cavalier of Flame; M20; 1; ; 125
Cauldron Familiar; ELD; 2; ; 81
Caught in the Brights; AER; 1; ; 10
Cathodion; MB1; 1; ; 1557
Cathartic Reunion; IKO; 3; ; 110
Catalog; SOI; 1; ; 51
Catacomb Crocodile; RNA; 1; ; 67
Castaway's Despair; XLN; 4; ; 281
Cast Down; DOM; 1; ; 81
Cascading Cataracts; AKH; 1; ; 240
Cascade Seer; ZNR; 2; ; 48
Cascade Seer; ZNR; 2; Foil; 48
Cartouche of Zeal; AKH; 2; ; 124
Cartouche of Strength; AKH; 2; ; 158
Cartouche of Ambition; AKH; 1; ; 83
Carth the Lion; MH2; 1; ; 189
Cartel Aristocrat; GTC; 1; ; 150
Carrion Screecher; HOU; 2; ; 61
Carrion Imp; RNA; 4; ; 66
Carrier Thrall; BFZ; 1; ; 106
Carnage Tyrant; XLN; 1; ; 179
Careless Celebrant; THB; 1; ; 129
Captured by Lagacs; MH2; 1; ; 188
Capture Sphere; M21; 1; ; 47
Capture Sphere; GRN; 1; ; 31
Capture Sphere; IKO; 1; ; 44
Capture Sphere; MB1; 1; ; 308
Captivating Unicorn; THB; 1; ; 6
Captivating Crew; C20; 1; ; 144
Captain's Call; CMR; 2; ; 15
Captain's Call; CMR; 1; Foil; 15
Captain's Call; M13; 1; ; 9
Captain Vargus Wrath; CMR; 2; ; 273
Captain Vargus Wrath; CMR; 1; ; 593
Captain Vargus Wrath; CMR; 1; Foil; 273
Captain Ripley Vance; MH2; 1; ; 119
Canyon Minotaur; M13; 1; ; 122
Canyon Jerboa; ZNR; 4; ; 7
Canopy Stalker; M21; 1; ; 175
Canopy Baloth; ZNR; 3; ; 182
Canopy Baloth; ZNR; 3; ; 304
Canopy Baloth; ZNR; 2; Foil; 182
Candlelight Vigil; GRN; 4; ; 3
Cancel; XLN; 1; ; 47
Canal Monitor; RIX; 4; ; 63
Camaraderie; GRN; 1; ; 157
Callous Dismissal; WAR; 3; ; 44
Callous Bloodmage; STX; 2; ; 66
Call to Heel; BBD; 2; ; 114
Call the Cavalry; DOM; 2; ; 9
Call of the Nightwing; GK1; 1; ; 8
Call of the Death-Dweller; IKO; 3; ; 78
Call for Unity; AER; 1; ; 9
Caligo Skin-Witch; DOM; 3; ; 80
Calciderm; TSR; 1; ; 11
Calamity Bearer; KHM; 2; ; 125
Calamity Bearer; KHM; 1; ; 356
Cairn Wanderer; MB1; 1; ; 590
Cacophodon; RIX; 1; ; 123
Cabal Therapy; MB1; 1; ; 587
Cabal Stronghold; DOM; 1; ; 238
Cabal Paladin; DOM; 3; ; 79
Cabal Evangel; DOM; 2; ; 78
Cabal Coffers; MH2; 1; ; 301
Byway Courier; SOI; 1; ; 196
Butcher of Malakir; CM2; 1; ; 60
Bushmeat Poacher; IKO; 1; ; 77
Bury in Books; STX; 10; ; 39
Burst of Strength; GTC; 1; ; 115
Burrog Befuddler; STX; 8; ; 38
Burnished Hart; CMR; 1; ; 302
Burnished Hart; CMR; 1; ; 691
Burning-Tree Vandal; RNA; 2; ; 94
Burning Prophet; WAR; 3; ; 117
Burning Anger; CMR; 1; ; 166
Burning Anger; M15; 1; ; 133
Burglar Rat; GRN; 2; ; 64
Bulwark Giant; WAR; 3; ; 7
Bull's Strength; AFR; 3; ; 174
Bulette; AFR; 1; ; 173
Bulette; AFR; 1; ; 324
Built to Smash; KLD; 1; ; 108
Built to Last; KLD; 1; ; 7
Built to Last; MB1; 1; ; 41
Buccaneer's Bravado; RIX; 4; ; 96
Bubble Snare; ZNR; 2; ; 47
Brute Strength; AKH; 1; ; 122
Brute Force; TSR; 1; ; 157
Brushfire Elemental; ZNR; 2; ; 221
Brushfire Elemental; ZNR; 2; ; 311
Brushfire Elemental; ZNR; 2; Foil; 311
Bruenor Battlehammer; AFR; 1; ; 219
Bruenor Battlehammer; AFR; 1; Foil; 219
Brood Keeper; M15; 1; ; 132
Brokkos, Apex of Forever; IKO; 1; ; 299
Broken Wings; KHM; 4; ; 164
Broken Wings; KHM; 1; Foil; 164
Broken Wings; ZNR; 3; ; 181
Broken Wings; ZNR; 1; Foil; 181
Broken Bond; DOM; 2; ; 157
Bristling Boar; M19; 1; ; 170
Brinelin, the Moon Kraken; CMR; 1; Foil; 60
Brinebarrow Intruder; KHM; 1; ; 49
Brinebarrow Intruder; KHM; 1; Foil; 49
Brine Elemental; TSR; 4; ; 55
Brimstone Volley; 2XM; 1; ; 120
Brightwood Tracker; M20; 1; ; 166
Brighthearth Banneret; MOR; 1; ; 88
Brightclimb Pathway; ZNR; 1; ; 259
Brightclimb Pathway; ZNR; 1; ; 285
Briarknit Kami; SOK; 1; ; 124
Briarblade Adept; CMR; 1; Foil; 111
Bretagard Stronghold; KHM; 2; ; 253
Breakneck Rider; SOI; 1; Foil; 147
Breakneck Berserker; KHM; 3; ; 124
Break the Ice; MH2; 1; ; 77
Brazen Wolves; EMN; 1; ; 122
Brazen Freebooter; CMR; 1; ; 164
Brazen Freebooter; RIX; 1; ; 95
Brazen Dwarf; AFR; 2; ; 134
Brawl-Bash Ogre; M19; 1; ; 213
Branchloft Pathway; ZNR; 1; ; 284
Brambleweft Behemoth; HOU; 4; ; 202
Brainstorm; 2XM; 2; ; 44
Brainstorm; MB1; 1; ; 301
Brago, King Eternal; CMR; 1; ; 516
Brackish Trudge; STX; 1; ; 65
Bounty of the Luxa; AKH; 2; ; 196
Bounty Agent; GRN; 1; ; 2
Bound in Gold; KHM; 1; ; 5
Boulder Salvo; OGW; 1; ; 102
Bottle Golems; MH2; 1; Foil; 222
Borrowed Hostility; EMN; 1; ; 121
Boros Reckoner; GTC; 1; Foil; 215
Boros Mastiff; DGM; 1; ; 1
Boros Locket; GRN; 1; ; 231
Boros Guildgate; C19; 1; ; 234
Boros Guildgate; GRN; 1; ; 243
Boros Guildgate; GRN; 1; ; 244
Boros Guildgate; ZNC; 1; ; 123
Boros Garrison; GK1; 4; ; 98
Boros Garrison; IMA; 1; Foil; 233
Boros Garrison; ZNC; 1; ; 122
Boros Charm; CMR; 1; ; 687
Boreal Outrider; KHM; 2; ; 163
Boreal Elemental; M20; 4; ; 49
Boots of Speed; AFR; 3; ; 133
Boot Nipper; IKO; 4; ; 76
Bookwurm; STX; 1; ; 123
Boneyard Lurker; IKO; 1; ; 178
Boneyard Lurker; IKO; 1; Foil; 178
Bonehoard; ZNC; 1; ; 108
Boneclad Necromancer; M20; 1; ; 93
Bone to Ash; M20; 5; ; 48
Bone Splinters; M20; 1; ; 92
Bone Shredder; MH2; 1; ; 272
Bone Shards; MH2; 2; ; 395
Bone Saw; OGW; 1; ; 161
Bone Pit Brute; M21; 1; ; 132
Bonders' Enclave; IKO; 1; ; 245
Bonded Horncrest; XLN; 1; ; 133
Bond of Revival; WAR; 1; ; 80
Bond of Passion; WAR; 1; ; 116
Bond of Insight; WAR; 3; ; 43
Bond of Flourishing; WAR; 1; ; 155
Bond of Discipline; WAR; 1; ; 6
Bombard; RIX; 3; ; 93
Bomat Courier; KLD; 1; ; 199
Bolt Bend; WAR; 2; ; 115
Bolrac-Clan Crusher; RNA; 2; ; 159
Bold Plagiarist; C21; 1; ; 364
Boggart Brute; M19; 1; ; 131
Bogbrew Witch; PLIST; 1; ; 88
Bogardan Hellkite; C14; 1; ; 173
Bog Naughty; ELD; 1; ; 80
Body of Research; STX; 1; ; 168
Boarding Party; CMR; 2; ; 163
Board the Weatherlight; DOM; 2; ; 8
Blur of Blades; HOU; 1; ; 84
Blue Dragon; AFR; 1; ; 49
Blow Your House Down; ELD; 2; ; 114
Blossoming Sands; M20; 1; ; 243
Blossoming Sands; M21; 1; ; 244
Blossoming Sands; IKO; 1; ; 244
Blossom Dryad; XLN; 1; ; 178
Bloom Hulk; WAR; 1; ; 154
Bloodthirsty Blade; C19; 1; ; 53
Bloodthirsty Aerialist; M20; 2; ; 91
Bloodtallow Candle; DOM; 1; ; 212
Bloodstone Goblin; DOM; 1; ; 115
Bloodsoaked Altar; M20; 1; ; 90
Bloodsky Berserker; KHM; 1; Foil; 80
Bloodshot Trainee; 2XM; 1; ; 119
Bloodmad Vampire; SOI; 1; ; 146
Bloodlust Inciter; AKH; 1; ; 120
Bloodlord of Vaasgoth; PLIST; 1; ; 86
Bloodline Pretender; KHM; 2; ; 235
Bloodline Pretender; KHM; 1; Foil; 235
Bloodfell Caves; M20; 1; ; 242
Bloodfell Caves; IKO; 1; Foil; 243
Bloodcrazed Paladin; XLN; 1; ; 93
Bloodchief's Thirst; ZNR; 5; ; 94
Bloodbriar; 2XM; 1; ; 154
Bloodborn Scoundrels; BBD; 1; ; 45
Bloodbond Vampire; BFZ; 1; ; 104
Bloodbond Vampire; JMP; 1; ; 209
Blood Tribute; ZEN; 1; ; 81
Blood Researcher; STX; 1; ; 166
Blood Researcher; STX; 1; Foil; 166
Blood Price; ZNR; 3; ; 93
Blood Operative; GRN; 1; ; 63
Blood Host; JMP; 1; ; 208
Blood for Bones; M20; 1; ; 89
Blood Divination; M19; 1; ; 86
Blood Curdle; IKO; 1; ; 75
Blood Burglar; M20; 1; ; 88
Blood Beckoning; ZNR; 2; ; 92
Blood Beckoning; ZNR; 1; Foil; 92
Blood Age General; STX; 4; ; 93
Blizzard Brawl; KHM; 1; ; 162
Blitz of the Thunder-Raptor; IKO; 1; ; 109
Blitz Leech; IKO; 5; ; 74
Blisterspit Gremlin; IKO; 2; ; 108
Blink of an Eye; DOM; 2; ; 46
Blink Dog; AFR; 1; ; 3
Blinding Souleater; MB1; 1; ; 1549
Blinding Fog; XLN; 2; ; 177
Blinding Flare; JOU; 1; ; 91
Blindblast; WAR; 2; ; 114
Blim, Comedic Genius; CMR; 2; ; 272
Blightspeaker; TSR; 1; ; 103
Blighted Woodland; BFZ; 1; ; 233
Blighted Woodland; C21; 1; ; 280
Blighted Woodland; ZNC; 1; ; 121
Blightbeetle; M20; 1; ; 87
Blight Keeper; XLN; 2; ; 92
Blight Herder; BFZ; 1; ; 2
Blessing of Belzenlok; DOM; 1; ; 77
Blessed Respite; MH2; 1; ; 150
Blessed Light; DOM; 1; ; 7
Bleeding Edge; WAR; 2; ; 78
Blazing Volley; AKH; 1; ; 119
Blazing Volley; IKO; 2; ; 107
Blazing Volley; IKO; 2; Foil; 107
Blazing Hope; RIX; 1; ; 3
Blast Zone; WAR; 1; ; 244
Blast of Genius; DGM; 1; ; 55
Blasphemous Act; CMR; 1; ; 162
Blanchwood Armor; M19; 1; ; 169
Bladewing the Risen; CMA; 1; ; 175
Bladebrand; CMR; 2; ; 110
Bladeback Sliver; MH1; 1; ; 119
Blade of the Sixth Pride; TSR; 2; ; 9
Blade Juggler; RNA; 1; ; 63
Blade Instructor; GRN; 2; ; 1
Blade Instructor; MB1; 1; ; 37
Blade Historian; STX; 1; ; 165
Blacksmith's Skill; MH2; 1; ; 6
Blackbloom Rogue; ZNR; 2; ; 91
Blackblade Reforged; DOM; 1; ; 211
Blackblade Reforged; ZNC; 2; ; 107
Black Market; MB1; 2; ; 575
Bitterbow Sharpshooters; HOU; 2; ; 112
Bitter Revelation; CMR; 4; ; 109
Bitter Revelation; CMR; 1; Foil; 109
Biting Rain; SOI; 1; ; 102
Bishop's Soldier; XLN; 2; ; 6
Bishop of Wings; M20; 1; ; 8
Bishop of the Bloodstained; XLN; 1; ; 91
Bishop of Rebirth; XLN; 1; ; 5
Birgi, God of Storytelling; KHM; 1; ; 123
Biowaste Blob; CMR; 1; ; 219
Biomathematician; STX; 3; ; 164
Biomass Mutation; C21; 1; ; 209
Biogenic Upgrade; RNA; 1; ; 123
Biogenic Upgrade; RNA; 1; Foil; 123
Bioessence Hydra; WAR; 1; ; 186
Binding the Old Gods; KHM; 2; ; 206
Bind the Monster; KHM; 3; ; 48
Big Play; STX; 3; ; 122
Biblioplex Assistant; STX; 5; ; 251
Biblioplex Assistant; STX; 1; Foil; 251
Beyeen Veil; ZNR; 3; ; 46
Berg Strider; KHM; 2; ; 47
Berg Strider; KHM; 1; Foil; 47
Benthic Giant; THS; 1; ; 41
Benevolent Blessing; CMR; 2; ; 13
Benevolent Blessing; CMR; 1; Foil; 13
Benevolent Ancestor; MB1; 1; ; 36
Beneath the Sands; HOU; 3; ; 111
Beneath the Sands; MB1; 1; ; 1136
Benalish Honor Guard; DOM; 1; ; 5
Bellows Lizard; MB1; 1; ; 853
Bellowing Aegisaur; XLN; 1; ; 4
Belligerent Brontodon; XLN; 1; ; 218
Belle of the Brawl; ELD; 1; ; 78
Bell Borca, Spectral Sergeant; CMR; 1; ; 591
Belfry Spirit; PLIST; 1; ; 9
Beledros Witherbloom; STX; 1; ; 282
Behold the Multiverse; KHM; 3; ; 46
Behemoth Sledge; ARB; 1; ; 65
Befuddle; DOM; 4; ; 45
Bedevil; RNA; 1; ; 157
Beckon Apparition; GTC; 1; ; 212
Beast Within; C21; 1; ; 186
Beanstalk Giant // Fertile Footsteps; PLIST; 1; ; 325
Beanstalk Giant // Fertile Footsteps; ZNC; 1; ; 61
Beaming Defiance; STX; 1; ; 9
Beacon Bolt; GRN; 1; ; 154
Bazaar Trademage; MH1; 1; ; 41
Bayou Groff; STX; 1; Foil; 121
Battlefield Raptor; KHM; 4; ; 3
Battlefield Promotion; WAR; 5; ; 5
Battle-Rattle Shaman; M21; 1; ; 130
Battle-Rattle Shaman; 2XM; 1; ; 116
Battle-Rattle Shaman; IMA; 1; ; 117
Battle-Rattle Shaman; MB1; 1; ; 851
Battle Screech; MH1; 1; ; 4
Battle Plan; MH2; 1; ; 114
Battle of Frost and Fire; KHM; 1; Foil; 204
Battle Mastery; DTK; 1; ; 7
Battle Mastery; MB1; 1; ; 34
Battle Hymn; AVR; 1; ; 128
Battle Cry Goblin; AFR; 1; ; 132
Battle at the Bridge; AER; 1; ; 53
Battershield Warrior; KHM; 2; ; 2
Battering Sliver; TSR; 1; ; 154
Battering Krasis; DGM; 1; ; 41
Batterhorn; RTR; 2; ; 87
Battalion Foot Soldier; M20; 2; ; 7
Bathe in Dragonfire; BBD; 2; ; 164
Bastion Mastodon; KLD; 1; ; 197
Bastion Inventor; AER; 2; ; 30
